 ,,Bananas Docena,Huevos Maple,Brote de Soja,Champignones,Girgolas,Morron Amarillo,Ananá,Alcaucil,Queso Criollo Horma,Kiwi Cajón,Pera Cajón,Pera Caja,Pera Bandeja,Pera Kg,Manzana Roja Caja,Manzana Roja Bandeja,Manzana Roja Kg,Manzana Verde Caja,Manzana Verde Bandeja,Manzana Verde Kg,Ciruela Cajón,Ciruela Kg,Durazno Cajón,Durazno Kg,Uva Kg,Uva Rosa,Uva Blanca,Uva Huevo,Uva Negra,Garbanzo,Almendras kg,Maní con Cáscara Bolsa,Queso de Cabra Horma,Miel de Caña,Miel de Abeja,Higo Cajón,Higos por Kg,Ajo Ristra,Berenjena Jaula,Berenjena Kg,Pomelo Jaula,Pomelo Grande Jaula,Pomelo Docena,Mandarina Grande Jaula,Mandarina Docena,Estevia atado,Cebolla Kg,Cebolla Morada Kg,Zukini Cajón,Zukini Kg,Naranja Docena,Ajo cabeza,Limón Docena,Papaya,Papa por Kg,Bananas Premium Docena,Arándanos bandeja,Banana Cajón,Banana Premium Cajón,Cayote,Zukini Jaula,Yerba Buena,Menta o yerba buena,Menta,Papa bolsa,Papá chica bolsa,Cebolla bolsa,Cebolla Morada Bolsa,Tomate cajón,Naranja Grande Jaula,Tomate redondo cajón,Naranja jaula,Limón jaula,Mandarina jaula,Mandarina Grande Docena,Zapallito Verde Jaula,Zapallito verde kg,Cereza kg,Choclo amarillo bolsa,Choclo amarillo Docena,Limón Grande Jaula,Morrón verde jaula,Morrón rojo jaula,Calabaza bolsa chica,Calabaza bolsa grande,Calabaza kg,Manzana Roja  Premium Caja ,Zapallo entero,Zapallo Amarillo Kg,Mango Caja,Zapallo negro Kg,Tomate Cherry Cajón,Tomate Cherry Kg,Platano,Palta Criolla Kg,Frutilla Cajón,Frutilla Kg,Repollo Morado,Repollo Blanco, Coliflor,Zanahoria Atado,Cilantro,Tomate Cajón p/ Salsa,Locoto Kg,Papines por kg,Orégano,Granada Kg,Romero fresco atado,Melón,Laurel,Albahaca Hidropónica,Tanjarina,Tomate Seco,Quinoa,Nabos,Maracuya,Sandía,Melon Caja,Tomate Cherry Jaula,Lima Docena,Frutilla Cajon p/mermelada,Lima Cajón,Papa Blanca Bolsa,Chia kg,Morrón Rojo Kg,Morrón Verde Kg,Tomate Jaula,Jengibre Kg,Pepino kg,Mango kg,Nuez kg,Albahaca seca,Tomate Redondo Kg,Quinotos Kg,Zanahorias Grandes por Bolsa,Salvia atado,Batata Bolsa,Batata Kg,Pelones Cajón,Pelones Kg,Porotos de Soja,Zanahoria por Kg,Tomate Perita Kg,Maiz Pelado kg,Poroto Pallares kg,Frutos Rojos 2 Congelados,Habas,Palta Madura por Kg,Lima jaula,Palta Madura por Kilo,Manzana Roja Deliciosa Bandeja,Lechuga Hidroponica,Tomillo,Palta Mediana por Kg,Lechuga Morada Jaula,Lechuga Crespa Jaula,Lechuga Mantecosa Jaula,Arandanos Congelados,Rucula unidad,Choclo Blanco por Bolsa,Choclo Blanco Docena,Quesillo,Berro,Jaula de Lechuga Repollada,Brócoli,Remolacha,Lechuga Repollada unidad,Puerro,Apio,Verdeo,Maracuya Congelado,Perejil,Radicheta,Arveja por Kg,Aji Picante por Kg,Chaucha por Kg,Espinaca,Lechuga Crespa unidad,Lechuga Morada unidad,Lechuga Mantecosa unidad,Albahaca unidad,Acelga,Lechuga Crespa 1/4,Lechuga Morada 1/4,Lechuga Escarola,Ají dulce,Esparragos,Repollos de Brucelas,Hongos de Pino,Papa Oca por kg,Damasco kg,Hinojo,Rabanito,Frutos Rojos 1 Congelados,kiwi Kg,Rucula Hidroponica,Lenteja por Kg,Pimentón por Kg,Provenzal kg,,,
8/09/2025 5:34:57,031) Charrua,1,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,1,5,,,,1,,,,,,,,,,,,,,,,,"4,1",,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,"1,5",,,,4,,,4,,,,,,,,,,,,,1,,,,,,,
8/09/2025 5:35:37,043) La Fiamma Caseros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,5,4,,,,4,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:14:39,015) H Villa Vicuña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:15:21,018) Estación Terminal,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:16:06,035) Mapogo,2,,2,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:16:48,025) Spot,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,25",,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,25",,,,,,,,,,,,,,"0,5",,,,,,"0,5",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:17:26,012) Estación Belgrano 2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,
9/09/2025 5:17:47,050) Moira Parrilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:18:09,007) Factury,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:18:53,038) La Fiamma Paseo Guemes,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,7,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:19:56,019) The Salad Bar,"0,5",1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,35",,,"0,25","0,5",,,,,,,,,,,,,3,"0,5",,,,,,,,,,,,,,,,2,,,,,,1,1,4,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:20:48,002) Estación Buenos Aires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"0,5",,"0,85",,,,,"0,5",,,,,,"0,5",,,,,,,,,,,,,,,,"0,5",,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,"0,5",,2,1,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:21:14,010) Factury Güemes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:21:34,005) Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:22:04,016) House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:23:05,021) Estación Belgrano,1,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"0,5",,,,,,,
9/09/2025 5:24:00,031) Charrua,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,3,,,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:24:51,043) La Fiamma Caseros,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 5:25:27,030) Bovino Rivadavia,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2025 9:41:10,040) Gertrudis Cafe,1,3,,,,,,,,,,,,,,,"0,5",,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,25",,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:21:26,018) Estación Terminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:21:45,022) Los Diaz Heladeria,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:22:24,023) Los Diaz,1,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,25",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10/09/2025 5:23:20,040) Gertrudis Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,10,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
10/09/2025 5:24:10,025) Spot,"0,5",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,"1,5",,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:24:41,012) Estación Belgrano 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:25:59,019) The Salad Bar,"0,5",1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,"0,5",,"0,5",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"1,1",,,,1,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2",,,,"0,5",,,,,,,,,,,,,3,"0,5",,,,,,,,,,,,,,,,4,,,,,,1,1,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:26:38,002) Estación Buenos Aires,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:27:44,035) Mapogo,2,,,,,,,,,,,,,2,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,10,,,,,,,,,4,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,
10/09/2025 5:28:19,043) La Fiamma Caseros,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,"0,5",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:28:34,038) La Fiamma Paseo Guemes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:28:58,010) Factury Güemes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:29:49,005) Barrett,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,1,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,"0,25",,,1,,,,,,,,,,,,,,,,,1,,,,,,,
10/09/2025 5:30:45,007) Factury,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,"0,5",,,,,"0,5",1,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:31:35,016) House,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:32:17,031) Charrua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,1,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:32:46,050) Moira Parrilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:34:18,021) Estación Belgrano,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,"0,5",,,,,"0,5",,,,,,,,,,,,,,,,1,,,"0,5",,,,,1,"0,5",1,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,5",,,,,,,,,,,,,,,,,1,3,,,,,,,7,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:34:33,030) Bovino Rivadavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:34:58,042) Sandwicheria David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2025 5:37:10,041) Ohiggins 1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,"1,7",,,,,"0,5",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2025 5:55:38,040) Gertrudis Cafe,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2025 5:56:42,007) Factury,1,,,,,,,,,,,,,2,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,5",,,,,1,,,,"0,5",,,1,,,,,,,,3,,,,1,,,,,2,,8,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,,,,,,
11/09/2025 5:57:20,002) Estación Buenos Aires,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"0,5",,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
11/09/2025 5:58:10,043) La Fiamma Caseros,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2025 5:58:52,010) Factury Güemes,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,"0,5",,,,,,,,,,,,,"3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2025 5:59:25,038) La Fiamma Paseo Guemes,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,1,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
11/09/2025 6:01:08,035) Mapogo,2,,2,2,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,,1,1,,1,,,,,,,,,1,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,10,,,,,,,,,6,,,,,,1,,,1,,,,,,,,,,3,3,,1,,,,,,,,,,,,,,"1,5",,,,,,,
11/09/2025 6:01:38,042) Sandwicheria David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2025 6:03:29,019) The Salad Bar,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,25","0,4",,,1,,,,,,,,,,,,,6,1,,,,,1,,,,,,,,,,,5,,,,,,2,2,6,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
